College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Internship_Experience_Yes,Placement_Yes
72,91.0,6.67,6.97,6,8,9,0,0,0
12,113.0,9.16,9.2,5,0,8,5,0,1
38,100.0,8.08,8.46,4,6,5,2,1,0
19,105.0,8.48,8.95,8,10,4,5,0,0
88,85.0,6.47,6.12,10,8,7,5,1,0
4,91.0,7.74,7.63,9,4,9,0,0,0
51,93.0,8.17,8.33,9,2,8,4,0,1
24,112.0,7.95,7.76,5,9,8,5,1,1
11,125.0,9.58,9.35,5,3,2,4,1,1
89,87.0,9.49,9.8,3,7,10,5,0,1
55,116.0,9.85,10.33,9,2,9,5,0,1
85,67.0,8.34,8.61,1,4,2,4,0,0
0,82.0,9.86,9.88,3,2,8,4,1,1
71,85.0,9.16,9.1,7,5,5,5,1,0
99,79.0,6.35,6.39,7,0,6,4,1,0
48,76.0,7.14,7.1,5,6,10,2,1,0
66,106.0,6.19,6.19,6,10,9,0,0,0
21,96.0,5.02,4.72,4,5,8,4,0,0
84,105.0,5.94,6.34,8,5,5,4,0,0
84,110.0,5.02,5.27,4,2,6,0,1,0
30,103.0,8.6,8.78,10,0,5,2,1,0
0,109.0,7.13,7.58,6,10,9,5,0,0
26,98.0,6.56,6.34,5,0,5,4,0,0
1,82.0,8.81,8.39,10,6,6,5,0,0
92,115.0,9.16,9.49,6,3,1,5,0,1
0,91.0,9.88,10.38,3,5,8,2,0,1
41,85.0,8.21,8.29,3,3,8,4,0,1
7,97.0,7.31,6.87,10,7,8,2,0,0
34,86.0,6.53,6.81,7,8,7,5,1,0
34,93.0,6.11,5.68,1,1,7,3,0,0
6,105.0,6.06,6.1,1,0,6,4,0,0
22,105.0,7.05,6.83,1,0,7,4,0,0
22,86.0,9.96,10.38,6,6,9,5,0,1
45,92.0,5.0,4.95,4,1,5,5,1,0
18,116.0,5.99,6.39,6,2,9,5,0,1
78,107.0,5.94,5.74,1,3,9,1,0,0
71,131.0,8.59,8.48,4,8,4,1,0,0
96,117.0,6.76,7.21,4,9,9,5,1,1
98,117.0,7.29,6.99,2,1,8,5,0,1
12,79.0,5.74,5.82,1,9,5,5,0,0
49,111.0,7.02,6.91,8,1,10,2,0,1
30,99.0,5.52,5.79,6,0,3,1,1,0
70,91.0,7.67,7.3,4,7,9,2,0,0
83,102.0,5.49,5.43,2,7,3,4,0,0
37,114.0,8.95,9.15,5,4,3,4,0,1
56,107.0,7.83,7.74,9,2,3,5,1,0
7,86.0,8.62,8.18,7,0,1,3,1,0
99,111.0,7.09,7.3,4,1,6,3,0,0
13,90.0,6.91,6.91,5,8,3,1,1,0
93,103.0,5.49,5.0,8,7,10,5,0,0
50,95.0,7.62,7.73,5,9,3,5,1,0
8,96.0,7.57,7.99,6,10,9,4,0,0
12,111.0,7.34,6.95,10,3,7,2,0,0
75,84.0,8.7,8.79,6,2,8,1,1,0
65,129.0,9.16,9.39,8,4,1,3,1,1
37,72.0,8.75,8.32,5,7,8,0,0,0
20,91.0,5.72,5.24,1,9,8,2,0,0
28,105.0,8.11,8.07,4,5,8,5,1,1
83,108.0,5.4,5.69,3,9,6,0,0,0
49,98.0,8.47,8.13,2,10,10,1,0,0
63,99.0,6.91,7.25,7,3,5,1,1,0
8,106.0,5.66,5.82,7,7,4,0,1,0
14,96.0,9.31,9.14,8,3,9,1,0,0
52,120.0,8.07,8.09,10,4,7,1,0,0
96,112.0,6.77,7.24,5,1,1,4,1,0
52,113.0,5.15,4.87,1,9,1,5,0,0
70,85.0,7.69,7.69,6,3,1,2,1,0
2,98.0,9.62,9.74,6,9,4,3,0,0
86,95.0,7.98,7.62,8,9,9,5,0,0
21,84.0,9.86,9.4,10,2,3,4,0,0
38,105.0,5.68,5.19,2,7,10,1,0,0
76,91.0,7.84,7.66,9,7,1,3,0,0
8,109.0,8.99,8.56,6,6,1,1,0,0
33,83.0,7.63,7.93,1,5,3,5,1,0
11,125.0,5.46,5.96,9,8,7,2,0,0
33,86.0,7.91,7.47,8,3,8,1,1,0
44,103.0,8.06,7.99,10,3,4,0,0,0
96,111.0,8.64,8.17,1,5,2,0,0,0
49,91.0,8.81,8.44,8,0,7,0,0,0
98,112.0,8.85,8.67,7,1,9,0,1,1
27,81.0,8.32,8.21,5,1,10,3,1,1
38,121.0,6.08,6.52,6,9,6,5,0,0
2,100.0,7.02,6.92,4,3,2,0,1,0
46,91.0,8.88,8.88,9,4,9,1,1,0
11,95.0,9.77,9.52,9,1,7,4,0,0
42,112.0,5.39,4.89,10,7,9,1,1,0
76,91.0,7.68,8.08,1,4,2,1,1,0
66,88.0,6.56,6.14,9,7,10,1,0,0
17,96.0,6.13,6.59,3,8,4,1,1,0
89,82.0,7.53,7.16,2,10,6,4,0,0
9,127.0,8.03,8.13,4,8,10,0,0,1
3,91.0,5.05,5.55,4,3,7,2,0,0
11,112.0,8.9,8.54,9,9,3,3,0,1
52,103.0,9.1,9.02,4,1,10,4,0,1
50,85.0,9.83,10.11,5,10,5,4,1,0
15,99.0,5.9,5.43,6,1,4,4,1,0
16,111.0,7.97,8.16,4,4,5,3,0,1
94,97.0,7.13,6.71,1,9,6,1,0,0
25,117.0,6.67,6.41,2,3,6,5,0,0
1,115.0,7.83,7.49,3,5,7,3,0,0
28,113.0,8.91,9.32,4,8,6,4,0,1
93,93.0,5.12,4.8,5,6,6,1,0,0
46,83.0,9.85,9.39,10,10,4,4,0,0
10,90.0,9.05,9.14,10,3,2,2,0,0
33,102.0,8.76,8.61,3,6,10,0,0,0
70,108.0,8.8,8.71,1,1,7,0,0,0
28,67.0,6.95,6.57,8,4,7,4,0,0
96,99.0,8.76,9.01,8,10,3,1,0,0
48,102.0,6.93,7.03,4,8,5,2,0,0
90,95.0,9.49,9.35,7,10,6,2,0,0
15,119.0,5.89,5.56,4,8,10,5,0,1
80,106.0,6.46,6.55,3,3,9,1,0,0
74,119.0,7.76,8.04,7,7,3,1,0,0
13,96.0,6.6,6.41,6,4,3,2,1,0
12,114.0,7.12,6.65,1,2,5,0,0,0
34,124.0,7.46,7.17,9,5,2,0,1,0
89,119.0,9.28,9.46,2,3,3,2,0,1
51,83.0,7.62,8.11,3,2,6,3,0,0
24,96.0,6.81,6.32,5,3,3,2,0,0
58,94.0,6.24,6.05,3,0,1,4,0,0
75,107.0,7.04,6.6,3,9,7,5,0,0
67,110.0,7.58,7.4,8,7,7,3,0,0
41,87.0,8.73,8.64,4,8,2,1,0,0
47,101.0,5.61,6.03,10,5,5,2,0,0
90,69.0,6.11,5.69,2,4,9,2,0,0
44,121.0,6.9,7.18,5,8,3,3,1,0
71,92.0,6.8,6.7,2,3,8,2,0,0
71,100.0,6.96,7.27,10,0,4,4,1,0
28,95.0,8.97,8.98,8,10,3,0,0,0
2,117.0,6.62,6.16,3,6,2,2,1,0
20,57.5,7.51,7.96,2,0,9,0,0,0
30,99.0,8.12,7.7,3,8,5,1,0,0
12,98.0,6.16,6.26,3,3,9,1,1,0
94,93.0,8.59,8.97,1,2,8,2,0,1
80,125.0,7.74,7.32,3,3,3,1,0,0
47,86.0,7.23,7.28,3,0,4,2,1,0
95,111.0,9.05,9.37,4,5,6,0,0,0
23,105.0,6.22,6.71,8,6,10,3,0,0
1,118.0,9.42,9.64,9,6,5,2,0,1
2,89.0,7.81,7.59,1,4,10,5,0,0
25,89.0,8.05,8.25,1,9,10,3,1,1
1,116.0,9.38,9.59,6,9,3,0,0,0
32,106.0,9.09,9.29,1,4,5,0,0,0
33,76.0,8.01,8.36,5,5,5,3,0,0
89,91.0,8.77,8.36,1,9,9,5,0,1
97,105.0,7.17,6.78,8,7,4,2,0,0
37,112.0,7.74,7.88,5,8,8,3,0,1
77,89.0,5.31,5.76,6,5,4,2,1,0
94,57.5,5.45,5.42,4,2,10,5,1,0
19,107.0,9.15,9.61,8,5,2,2,0,0
9,81.0,5.3,5.74,9,3,3,3,0,0
83,69.0,5.85,6.25,9,3,4,0,1,0
32,57.5,8.98,9.39,1,10,8,4,0,1
44,112.0,5.01,5.41,7,10,9,1,0,0
59,101.0,6.41,6.73,4,6,6,4,1,0
65,96.0,7.92,8.11,10,5,8,0,0,0
60,120.0,7.98,7.5,8,7,10,1,0,0
50,109.0,8.89,8.52,7,10,5,5,0,0
11,124.0,7.53,7.16,1,7,5,5,1,0
79,79.0,7.55,7.07,1,2,8,3,1,0
8,99.0,8.63,8.25,1,10,4,4,0,0
10,75.0,7.49,7.91,2,3,3,2,0,0
20,96.0,8.04,8.2,10,1,10,0,1,0
75,96.0,9.49,9.3,2,0,2,0,0,0
67,109.0,7.01,7.3,9,6,8,5,0,0
25,100.0,6.93,6.92,5,7,5,0,0,0
62,109.0,5.02,4.66,1,7,6,5,0,0
18,110.0,8.07,8.45,7,5,9,4,1,1
16,132.0,5.15,4.99,10,6,3,2,0,0
43,95.0,7.52,7.72,2,7,4,4,0,0
60,85.0,9.02,8.81,3,3,2,2,1,0
0,103.0,7.75,7.75,4,7,6,1,0,0
71,87.0,6.35,6.67,3,5,9,3,1,0
57,122.0,8.93,8.59,3,6,2,5,0,1
93,95.0,6.35,6.83,9,9,5,0,0,0
40,91.0,8.67,8.24,4,6,10,2,0,1
23,92.0,8.05,8.08,8,7,1,4,1,0
42,110.0,5.85,6.27,1,10,4,5,0,0
80,97.0,9.53,9.98,6,4,8,5,0,1
93,90.0,6.0,5.73,1,1,3,5,0,0
8,124.0,9.95,9.59,5,7,4,4,1,1
65,87.0,5.04,5.26,7,0,2,0,1,0
89,100.0,6.32,5.86,1,1,9,0,1,0
31,109.0,6.0,5.99,9,4,5,0,1,0
90,75.0,5.07,5.37,9,3,3,1,1,0
40,107.0,8.66,8.72,6,10,10,3,0,1
10,84.0,8.47,8.16,2,1,7,5,1,0
64,112.0,8.96,8.95,2,3,1,2,0,1
17,85.0,6.28,6.7,9,6,9,0,1,0
7,110.0,7.22,7.34,4,4,7,2,0,0
26,116.0,8.3,8.52,6,3,1,4,0,1
81,112.0,7.2,7.04,10,1,4,3,1,0
8,103.0,8.49,8.18,2,1,7,3,1,0
1,96.0,8.17,7.93,4,0,4,2,1,0
80,91.0,5.57,5.6,2,9,7,4,0,0
74,122.0,8.91,8.69,3,5,3,4,0,1
45,89.0,8.6,8.64,2,5,4,1,0,0
69,84.0,8.28,8.49,8,3,3,5,1,0
4,109.0,5.78,6.01,5,8,4,0,0,0
11,88.0,6.34,6.0,5,3,10,4,0,0
43,85.0,6.97,7.22,8,2,3,0,1,0
41,78.0,6.4,6.57,8,10,10,0,1,0
98,92.0,6.14,5.65,7,9,10,2,1,0
87,98.0,9.03,8.59,5,8,5,5,0,0
29,103.0,8.19,8.34,7,0,4,0,0,0
51,114.0,7.83,7.71,1,1,3,2,1,0
80,107.0,6.13,5.78,3,0,5,3,0,0
46,97.0,9.59,9.13,3,6,10,4,1,1
35,97.0,5.96,5.62,2,0,9,2,1,0
69,107.0,8.97,9.43,6,10,1,1,0,0
31,119.0,9.83,10.06,3,10,4,2,1,1
97,101.0,8.64,8.67,4,0,7,0,1,0
43,92.0,9.96,10.4,3,5,4,1,0,0
15,85.0,8.26,8.38,7,5,8,5,1,1
70,78.0,6.09,6.32,4,10,7,0,1,0
95,109.0,6.02,5.8,5,4,5,1,0,0
16,108.0,6.62,6.71,7,3,10,2,0,0
31,108.0,5.04,4.68,4,7,4,0,0,0
13,98.0,8.41,8.31,6,2,8,2,0,1
25,121.0,6.34,5.87,9,0,1,4,1,0
72,92.0,9.08,8.8,6,0,2,5,1,0
12,114.0,6.8,6.37,5,4,5,1,0,0
88,99.0,7.4,7.29,1,2,10,3,1,0
11,90.0,9.83,10.17,8,2,7,5,0,0
44,108.0,6.21,6.09,5,10,9,3,1,0
15,106.0,8.61,8.94,5,1,3,2,0,0
93,105.0,8.78,8.94,3,8,5,1,0,0
51,101.0,6.1,6.11,10,10,2,1,0,0
20,99.0,7.5,7.24,2,5,6,2,0,0
23,135.0,6.75,7.17,1,6,6,3,0,0
42,117.0,8.86,8.41,9,1,4,5,0,1
4,110.0,8.11,8.3,5,10,2,4,0,0
32,101.0,7.38,7.5,10,0,8,5,0,0
30,115.0,8.9,8.84,4,7,8,3,0,1
8,107.0,6.18,5.92,7,9,1,0,1,0
34,100.0,8.77,8.7,4,3,2,3,1,0
7,95.0,9.33,9.7,2,8,4,0,1,0
74,98.0,9.39,9.73,9,8,1,0,0,0
16,57.5,8.92,9.36,8,10,6,4,0,0
79,103.0,7.04,6.85,4,3,2,4,0,0
19,92.0,9.91,9.8,8,9,3,5,0,0
90,123.0,6.9,6.42,9,2,9,3,0,1
77,100.0,8.19,8.63,2,4,7,5,1,0
21,82.0,5.81,5.64,4,5,4,2,0,0
53,99.0,9.9,9.8,6,9,10,3,0,1
70,84.0,8.52,8.93,7,3,1,4,0,0
74,107.0,8.77,8.8,5,0,4,5,1,0
80,104.0,5.33,5.4,10,6,10,0,0,0
76,114.0,8.82,8.5,10,4,6,0,0,0
80,88.0,8.87,8.87,7,1,8,2,0,1
74,100.0,8.36,8.78,4,10,9,3,0,1
67,79.0,6.46,6.52,8,8,4,2,1,0
79,110.0,7.45,7.21,3,7,6,2,1,0
30,107.0,5.55,5.08,3,9,2,3,0,0
84,107.0,7.36,7.2,5,6,2,1,1,0
96,100.0,6.22,6.29,6,8,6,3,1,0
12,106.0,6.75,6.29,3,9,9,2,0,0
28,124.0,5.81,5.92,10,1,3,5,0,0
78,95.0,6.15,6.17,2,2,4,1,0,0
9,102.0,5.38,5.66,5,8,9,5,0,0
32,83.0,9.6,9.13,10,5,9,2,0,1
14,86.0,7.65,7.93,6,1,5,2,1,0
76,101.0,6.98,7.0,3,5,9,2,0,0
34,116.0,7.68,7.55,7,4,5,5,0,0
53,96.0,8.14,8.61,3,9,5,0,0,0
20,96.0,9.61,9.27,2,4,7,3,1,0
29,93.0,5.89,5.93,10,4,6,4,0,0
45,91.0,6.48,6.3,4,1,10,0,0,0
41,104.0,9.88,9.91,3,5,7,3,0,0
70,77.0,6.86,6.91,7,6,10,0,0,0
48,119.0,5.11,4.7,8,8,2,3,0,0
23,90.0,5.74,5.9,3,4,9,1,0,0
79,110.0,5.13,5.26,6,10,6,5,1,0
68,80.0,9.95,10.22,1,10,9,4,1,1
5,110.0,6.39,5.98,5,4,1,1,0,0
1,110.0,9.62,9.42,2,8,2,1,1,0
2,105.0,9.98,10.13,1,5,7,3,0,0
52,85.0,8.0,7.64,7,6,2,2,0,0
9,103.0,5.17,5.35,10,3,6,5,1,0
23,82.0,5.41,4.97,4,3,2,2,1,0
32,96.0,7.41,7.24,5,0,10,2,0,0
83,115.0,7.03,7.38,2,10,5,2,1,0
21,111.0,8.03,8.3,8,4,6,5,1,1
60,100.0,7.19,7.33,10,1,7,4,0,0
95,85.0,9.67,10.04,3,4,1,1,0,0
93,109.0,7.67,7.88,7,4,2,0,0,0
66,100.0,8.47,8.49,1,3,2,4,0,0
3,65.0,9.48,9.96,10,9,1,5,1,0
50,111.0,5.73,5.92,1,8,3,3,1,0
3,99.0,6.15,6.25,7,4,6,4,1,0
38,118.0,5.54,5.45,1,5,9,4,0,1
30,83.0,5.7,6.1,9,0,3,5,0,0
56,57.5,7.56,7.36,9,4,3,3,0,0
72,104.0,6.61,6.12,8,8,2,0,1,0
29,104.0,7.12,6.82,8,10,2,1,1,0
92,74.0,9.91,9.52,4,5,7,4,1,0
88,85.0,5.78,5.6,4,8,4,3,0,0
38,141.0,7.7,8.03,5,3,6,3,0,1
98,95.0,5.49,5.64,9,1,8,0,0,0
24,110.0,6.59,6.26,3,8,5,4,0,0
57,90.0,7.64,7.93,4,3,3,3,0,0
35,68.0,9.73,9.73,10,10,2,5,0,0
10,97.0,6.96,6.97,5,1,6,5,1,0
89,96.0,5.32,5.18,7,0,8,0,1,0
45,94.0,6.94,7.3,5,1,10,0,0,0
88,98.0,5.73,5.55,9,4,4,3,0,0
20,103.0,6.15,5.74,6,2,2,3,1,0
1,97.0,8.09,7.89,3,5,3,4,1,0
73,81.0,5.34,5.56,6,3,3,4,1,0
38,107.0,7.32,7.48,6,1,9,1,1,0
98,70.0,8.05,7.74,10,6,10,3,0,0
32,69.0,7.11,6.72,1,10,4,2,0,0
30,111.0,5.1,5.26,7,5,6,5,0,0
3,107.0,9.93,10.11,3,7,9,2,1,1
66,99.0,6.84,6.71,1,9,10,5,0,0
68,79.0,8.89,9.23,1,4,8,1,0,0
80,89.0,6.63,7.11,5,2,9,3,0,0
12,96.0,7.38,7.09,10,3,6,0,1,0
64,76.0,6.94,7.02,10,4,2,5,0,0
44,88.0,6.71,6.22,2,4,5,2,0,0
38,109.0,5.11,5.32,2,5,10,4,0,0
86,121.0,6.8,6.71,4,8,3,2,0,0
88,93.0,9.45,9.14,10,3,3,3,1,0
52,111.0,8.45,8.7,7,6,10,5,1,1
30,71.0,5.73,6.04,8,6,1,2,1,0
12,109.0,7.96,7.57,10,5,4,1,1,0
0,87.0,9.46,9.0,7,0,7,4,1,0
97,104.0,8.5,8.33,9,8,3,1,1,0
28,96.0,5.74,5.87,7,5,7,0,0,0
60,119.0,9.34,9.63,4,2,6,0,0,0
94,86.0,6.51,6.56,9,10,1,0,0,0
71,109.0,7.27,7.35,9,1,5,0,1,0
1,95.0,7.63,7.93,3,2,6,3,1,0
11,97.0,9.25,9.28,10,10,9,3,1,1
55,97.0,9.66,9.77,8,0,10,3,0,1
96,87.0,9.65,9.67,1,2,6,1,1,0
93,99.0,5.04,5.42,2,4,8,1,1,0
40,99.0,9.61,9.35,8,3,2,2,1,0
26,103.0,5.27,5.03,8,9,1,4,0,0
88,101.0,6.33,5.96,6,0,1,1,0,0
37,111.0,7.57,7.89,8,4,7,2,1,0
96,113.0,7.4,7.31,8,2,8,0,0,0
51,84.0,8.02,7.87,2,9,8,0,0,0
79,113.0,7.4,7.88,3,10,3,1,1,0
31,82.0,9.67,10.1,7,6,5,3,0,0
87,108.0,6.2,6.67,3,9,7,2,1,0
1,109.0,6.37,6.01,2,10,9,5,0,0
65,71.0,9.6,9.99,6,7,5,4,0,0
19,101.0,5.38,5.21,2,4,4,2,0,0
56,92.0,8.05,7.56,2,9,4,3,1,0
61,88.0,8.41,8.3,2,7,6,5,0,0
90,120.0,7.53,7.54,4,5,9,3,0,1
85,90.0,8.47,8.08,7,5,1,1,0,0
47,87.0,5.86,5.9,6,4,1,3,0,0
82,101.0,9.26,9.58,5,10,1,3,1,0
6,110.0,5.7,5.58,4,9,4,4,1,0
66,97.0,7.0,6.85,2,5,4,3,0,0
49,117.0,5.38,5.22,8,0,8,5,1,1
33,107.0,7.73,8.15,2,7,5,0,1,0
86,67.0,8.35,7.9,8,4,10,3,0,0
68,92.0,9.71,9.66,10,7,4,0,1,0
66,91.0,8.7,8.46,4,2,8,4,0,1
87,107.0,7.71,8.1,5,9,7,5,0,0
90,60.0,9.66,9.26,1,5,6,1,0,0
33,138.0,7.39,7.3,2,0,2,0,0,0
42,107.0,7.81,7.72,8,0,5,1,0,0
20,102.0,7.98,8.37,1,3,2,5,0,0
11,117.0,7.05,6.77,3,9,6,5,1,0
31,135.0,9.19,9.33,2,5,9,5,0,1
46,113.0,5.93,5.56,10,2,9,5,0,1
85,114.0,7.77,8.22,5,10,6,1,0,0
97,101.0,8.61,8.7,4,10,4,0,1,0
86,97.0,9.52,9.65,4,4,10,2,1,1
54,92.0,9.42,9.35,4,9,9,3,0,1
64,87.0,7.54,7.38,4,10,5,4,0,0
67,89.0,8.22,7.93,4,3,8,5,0,0
16,79.0,6.97,7.07,6,9,9,1,0,0
25,98.0,7.34,7.79,2,2,5,2,1,0
94,74.0,9.53,9.39,4,8,6,1,1,0
32,102.0,9.65,10.03,7,3,4,2,0,0
63,99.0,9.48,9.13,7,9,1,4,1,0
91,102.0,5.69,6.13,1,6,1,2,1,0
9,92.0,9.25,9.1,10,4,5,4,0,0
99,141.5,9.74,9.62,9,6,3,3,0,1
45,120.0,6.81,6.77,7,4,7,5,1,0
72,81.0,7.59,7.81,6,2,4,5,0,0
89,103.0,8.9,9.12,2,5,4,5,0,0
50,90.0,7.81,7.79,6,8,4,2,0,0
33,84.0,9.97,9.99,5,5,6,5,0,0
13,79.0,7.28,6.81,9,3,9,1,0,0
40,106.0,8.57,8.37,1,0,9,3,0,1
89,89.0,8.96,8.81,5,2,5,1,1,0
94,114.0,7.47,7.53,3,2,8,1,0,0
37,114.0,9.28,9.34,9,1,4,3,1,1
47,120.0,7.73,7.94,1,9,8,3,1,1
42,87.0,7.06,7.28,6,1,10,4,1,0
27,107.0,5.54,5.28,3,7,9,2,1,0
40,109.0,6.97,7.24,1,7,8,4,0,0
55,92.0,8.67,8.19,3,2,8,0,1,0
80,88.0,9.61,9.83,2,3,9,0,1,0
75,124.0,6.26,5.86,10,4,10,4,1,1
90,103.0,6.78,7.01,8,10,8,4,1,0
64,109.0,5.77,5.8,3,8,4,2,1,0
59,87.0,8.45,8.39,7,4,5,3,1,0
96,81.0,9.8,9.99,10,10,10,0,0,0
12,91.0,8.2,7.74,6,5,6,3,1,0
68,98.0,8.09,7.81,7,6,5,1,0,0
51,84.0,7.77,7.89,7,10,9,1,0,0
42,99.0,5.44,5.79,10,1,2,3,1,0
91,74.0,8.65,8.53,1,3,6,1,1,0
87,83.0,8.01,7.77,4,5,10,0,0,0
83,110.0,8.31,8.33,4,3,2,0,0,0
39,109.0,9.49,9.61,5,4,8,1,0,0
41,94.0,8.92,8.84,10,2,8,0,1,0
36,84.0,8.9,9.28,5,1,5,1,1,0
83,84.0,9.64,9.66,8,0,10,2,1,1
22,94.0,9.95,9.49,4,2,8,2,0,1
66,109.0,7.91,7.63,1,9,5,3,0,0
68,113.0,5.54,5.49,5,8,4,1,0,0
78,92.0,7.3,7.5,1,0,9,2,0,0
68,82.0,8.94,8.66,3,7,8,2,0,1
97,104.0,5.14,5.62,8,4,4,0,1,0
57,87.0,5.28,5.1,10,3,2,3,1,0
45,92.0,5.34,5.37,5,4,2,3,0,0
86,119.0,8.66,8.18,7,10,2,2,0,1
46,112.0,7.51,7.89,1,6,10,2,0,1
16,102.0,6.84,7.13,6,7,8,3,1,0
8,80.0,5.53,5.23,8,1,6,5,0,0
67,103.0,8.66,9.09,6,5,1,0,0,0
93,115.0,6.61,6.43,4,3,10,4,0,1
77,94.0,6.33,6.52,8,7,4,0,0,0
29,120.0,8.26,8.58,8,3,3,4,1,1
94,119.0,7.8,8.04,6,2,10,3,0,1
60,124.0,6.81,7.23,8,4,7,3,0,0
64,104.0,8.21,8.57,6,3,10,3,0,1
57,108.0,6.36,6.85,4,4,5,1,1,0
26,121.0,8.97,8.65,6,8,1,1,0,0
65,106.0,6.15,5.95,9,10,6,1,0,0
44,92.0,5.79,5.93,8,2,4,3,1,0
39,93.0,8.91,9.14,7,1,10,2,1,1
60,103.0,8.54,8.57,5,1,6,3,0,0
40,80.0,5.91,5.48,7,8,7,4,0,0
73,97.0,5.58,5.92,1,6,9,0,0,0
87,116.0,9.19,9.65,8,9,1,5,1,1
83,67.0,8.88,8.79,5,3,6,4,1,0
41,123.0,6.64,6.36,7,5,8,0,0,0
61,116.0,8.29,7.81,7,9,4,4,1,0
79,93.0,5.62,5.36,8,5,10,0,1,0
37,108.0,7.54,7.74,7,2,9,5,1,0
59,100.0,5.09,5.5,6,8,4,2,1,0
48,118.0,6.96,6.55,6,3,4,0,0,0
17,114.0,5.37,5.42,5,0,9,3,0,1
98,78.0,7.38,7.58,5,1,4,4,0,0
93,108.0,7.11,6.89,4,4,9,1,0,0
4,96.0,7.22,7.29,7,7,1,2,0,0
10,101.0,5.23,5.45,3,6,8,5,1,0
3,89.0,6.81,7.15,5,8,2,4,0,0
60,126.0,8.78,8.73,3,0,8,2,0,1
74,115.0,6.84,7.09,8,1,5,1,1,0
11,88.0,8.58,8.38,5,9,1,1,1,0
48,79.0,6.85,6.56,10,3,1,1,0,0
27,94.0,7.12,6.81,6,6,6,1,1,0
89,106.0,7.82,7.68,1,0,1,1,0,0
33,103.0,9.75,9.29,4,4,2,3,0,0
55,118.0,5.54,5.32,9,1,3,0,0,0
64,111.0,5.16,5.31,5,1,2,1,0,0
5,114.0,8.04,8.19,1,1,9,4,0,1
32,104.0,9.75,9.32,4,8,10,4,1,1
46,79.0,9.95,9.74,6,10,6,1,1,0
23,97.0,7.42,7.49,7,9,9,2,0,0
33,115.0,7.34,7.16,7,4,5,1,0,0
71,99.0,8.22,8.14,8,7,4,5,0,0
15,107.0,7.78,7.99,5,9,2,3,1,0
79,95.0,8.17,7.68,6,5,4,5,0,0
15,84.0,9.37,9.15,2,10,8,0,0,0
97,98.0,8.73,8.37,10,0,2,4,0,0
83,104.0,7.48,7.11,2,9,8,1,0,0
13,90.0,7.31,7.77,3,8,2,0,1,0
58,96.0,8.2,8.08,4,6,1,0,0,0
61,85.0,7.28,7.31,6,10,4,1,0,0
89,116.0,7.29,7.52,6,1,7,0,1,0
65,95.0,5.08,4.63,3,7,2,4,1,0
18,121.0,5.87,5.61,1,1,3,1,1,0
60,122.0,7.44,7.77,3,1,6,2,1,0
65,98.0,9.11,9.47,4,3,2,1,1,0
25,84.0,6.39,6.26,9,7,9,4,1,0
88,68.0,7.61,7.48,10,6,6,1,0,0
48,77.0,6.72,6.98,8,1,6,1,1,0
18,79.0,5.52,5.32,4,9,8,1,0,0
48,120.0,9.79,9.41,7,5,1,3,0,1
80,101.0,9.27,9.03,9,10,10,3,1,1
29,105.0,5.39,5.28,2,10,3,4,0,0
75,66.0,8.6,8.15,3,3,2,0,0,0
56,82.0,6.74,6.72,1,9,1,1,1,0
84,113.0,9.97,10.21,8,0,6,1,0,0
35,104.0,6.51,6.52,2,7,4,5,0,0
39,97.0,6.19,5.76,7,7,6,3,0,0
27,108.0,7.84,7.78,7,5,8,2,0,0
96,124.0,9.18,9.39,3,9,7,5,0,1
45,96.0,5.96,5.52,2,6,3,3,1,0
72,101.0,8.55,8.11,3,2,3,0,1,0
81,102.0,5.31,5.18,8,8,6,5,0,0
87,135.0,9.59,9.28,9,3,1,1,1,0
31,68.0,5.41,5.84,8,10,3,1,0,0
86,110.0,9.57,9.65,2,1,8,4,0,1
57,98.0,7.45,7.24,9,3,3,2,1,0
75,108.0,7.24,7.44,6,1,1,4,1,0
97,90.0,9.87,9.74,2,3,10,2,1,1
25,99.0,9.95,9.58,9,1,9,5,0,1
69,110.0,8.25,7.99,5,10,2,5,0,0
68,141.5,5.64,5.78,6,7,7,2,0,0
86,112.0,7.53,7.08,1,5,8,5,1,1
49,87.0,7.65,7.42,2,7,3,2,0,0
78,93.0,7.57,7.28,1,10,7,2,0,0
31,93.0,7.85,7.55,4,0,10,4,0,0
57,73.0,5.09,5.27,2,8,4,1,1,0
63,95.0,8.56,8.89,1,10,2,1,0,0
76,110.0,8.56,8.78,3,1,4,5,0,0
27,80.0,5.58,5.73,4,7,8,4,1,0
96,115.0,7.85,8.27,4,3,2,5,0,1
71,107.0,7.84,7.4,3,1,6,3,0,0
79,88.0,8.41,8.08,2,0,10,5,1,1
38,97.0,5.43,5.34,8,3,3,0,0,0
95,123.0,8.13,8.0,10,9,3,2,1,0
79,111.0,6.4,6.32,2,0,6,4,0,0
44,100.0,7.54,7.25,5,7,3,2,1,0
12,96.0,8.87,8.52,7,1,2,2,0,0
19,101.0,8.53,8.54,9,7,2,2,1,0
57,92.0,5.59,6.02,3,9,3,4,1,0
18,68.0,7.96,7.85,1,0,2,1,1,0
74,130.0,9.85,9.39,9,6,6,3,0,1
90,102.0,5.78,5.99,1,6,4,3,1,0
79,105.0,9.26,9.05,8,4,1,5,1,0
8,99.0,8.51,8.26,2,2,3,4,1,0
76,88.0,8.87,8.69,7,5,10,0,0,0
